59382,CSE,148,C,"Business Computing",3,11:30 AM,12:50 PM,MW,BEN,24,"Ucci, Frances",
59410,CSE,174,D,"Fundmntls-Progrming&Prob Solvg",3,10:00 AM,10:55 AM,MW,BEN,102,"Kiper, James",
59410,CSE,174,D,"Fundmntls-Progrming&Prob Solvg",3,10:00 AM,11:50 AM,F,BEN,10,"Kiper, James",
59419,CSE,271,B,"Object-Oriented Programming",3,04:00 PM,05:50 PM,MW,BEN,2,"Stahr, Michael",
59533,CSE,262,HA,"Tech,Ethics & Global Society",3,02:30 PM,03:50 PM,M,MOS,320,"Woods, David",
